gmina_code,gmina_name,powiat_code,gmina_type,population,lat,lon
1437006,mazowieckie powiat 37 gmina 06,1437,wiejska,17157,52.82203,21.41266
1437007,mazowieckie powiat 37 gmina 07,1437,wiejska,15097,53.06236,21.27557
1438001,mazowieckie powiat 38 gmina 01,1438,wiejska,9703,52.44294,21.8475
1438002,mazowieckie powiat 38 gmina 02,1438,miejsko-wiejska,8305,52.56544,21.52654
1438003,mazowieckie powiat 38 gmina 03,1438,wiejska,20036,52.5956,21.5694
1438004,mazowieckie powiat 38 gmina 04,1438,wiejska,20632,52.51551,21.88059
1438005,mazowieckie powiat 38 gmina 05,1438,wiejska,14517,52.54943,21.62677
1438006,mazowieckie powiat 38 gmina 06,1438,miejsko-wiejska,15523,52.36666,21.71448
1438007,mazowieckie powiat 38 gmina 07,1438,wiejska,14714,52.41411,21.74378
1439001,mazowieckie powiat 39 gmina 01,1439,wiejska,22549,52.76455,21.58708
1439002,mazowieckie powiat 39 gmina 02,1439,wiejska,21877,52.93619,21.59387
1439003,mazowieckie powiat 39 gmina 03,1439,wiejska,27868,52.64817,21.42861
1439004,mazowieckie powiat 39 gmina 04,1439,miejsko-wiejska,39146,53.02194,21.72072
1439005,mazowieckie powiat 39 gmina 05,1439,wiejska,18540,52.95155,21.30218
1439006,mazowieckie powiat 39 gmina 06,1439,wiejska,900,52.89497,21.41525
1439007,mazowieckie powiat 39 gmina 07,1439,wiejska,46638,52.86853,21.53756
1440001,mazowieckie powiat 40 gmina 01,1440,miejsko-wiejska,24710,51.73023,20.91296
1440002,mazowieckie powiat 40 gmina 02,1440,miejska,25286,51.74197,20.56601
1440003,mazowieckie powiat 40 gmina 03,1440,miejsko-wiejska,27421,51.52801,20.55988
1440004,mazowieckie powiat 40 gmina 04,1440,miejsko-wiejska,3050,51.91612,20.62811
1440005,mazowieckie powiat 40 gmina 05,1440,wiejska,9644,51.77827,20.83871
1440006,mazowieckie powiat 40 gmina 06,1440,miejsko-wiejska,39280,51.64742,20.94123
1440007,mazowieckie powiat 40 gmina 07,1440,wiejska,19438,51.57514,20.87895
1441001,mazowieckie powiat 41 gmina 01,1441,miejska,8208,51.51162,21.17636
1441002,mazowieckie powiat 41 gmina 02,1441,wiejska,23491,51.56073,21.38584
1441003,mazowieckie powiat 41 gmina 03,1441,wiejska,9656,51.46418,21.23209
1441004,mazowieckie powiat 41 gmina 04,1441,miejsko-wiejska,12082,51.65972,21.29213
1441005,mazowieckie powiat 41 gmina 05,1441,wiejska,7823,51.4874,21.45722
1441006,mazowieckie powiat 41 gmina 06,1441,wiejska,16092,51.52028,21.29906
1441007,mazowieckie powiat 41 gmina 07,1441,wiejska,5129,51.70299,21.50274
1442001,mazowieckie powiat 42 gmina 01,1442,miejska,17379,52.92486,20.97613
1442002,mazowieckie powiat 42 gmina 02,1442,wiejska,2035,53.06415,20.80433
1442003,mazowieckie powiat 42 gmina 03,1442,wiejska,32525,52.97319,20.96634
1442004,mazowieckie powiat 42 gmina 04,1442,miejsko-wiejska,10500,52.74137,20.82858
1442005,mazowieckie powiat 42 gmina 05,1442,miejsko-wiejska,14969,52.96391,20.99269
1442006,mazowieckie powiat 42 gmina 06,1442,miejsko-wiejska,15240,53.10041,21.08163
1442007,mazowieckie powiat 42 gmina 07,1442,wiejska,27325,52.81667,21.11479
1601001,Nysa,1601,miejska,9383,50.46923,17.49231
1601002,Głuchołazy,1601,miejska,26953,50.62485,17.59112
1601003,Paczków,1601,miejska,18979,50.53044,17.61837
1602001,Dobrzeń Wielki,1602,miejska,17421,50.22951,18.74576
1602002,Popielów,1602,wiejska,10400,50.16271,18.53675
1603001,Opole,1603,miejska,2693,51.47992,18.04314
1601004,nyski gmina 04,1601,wiejska,12150,50.70794,17.57122
1601005,nyski gmina 05,1601,miejsko-wiejska,3819,50.41091,17.72761
1601006,nyski gmina 06,1601,wiejska,11101,50.74272,17.64441
1601007,nyski gmina 07,1601,miejsko-wiejska,6219,50.53929,17.76764
1601008,nyski gmina 08,1601,wiejska,6941,50.54059,17.45257
1601009,nyski gmina 09,1601,wiejska,16227,50.55709,17.53344
1602003,opolski gmina 03,1602,wiejska,22549,50.1191,18.62503
1602004,opolski gmina 04,1602,wiejska,17029,50.03453,18.79334
1602005,opolski gmina 05,1602,wiejska,17948,50.23937,18.76445
1602006,opolski gmina 06,1602,miejska,18266,49.9721,18.41517
1602007,opolski gmina 07,1602,wiejska,15535,50.02905,18.43574
1602008,opolski gmina 08,1602,wiejska,23078,50.09222,18.50566
1603002,Opole gmina 02,1603,miejska,9487,51.25459,18.25081
1603003,Opole gmina 03,1603,miejska,9567,51.28463,18.13262
1603004,Opole gmina 04,1603,wiejska,4654,51.46283,18.15992
1603005,Opole gmina 05,1603,miejsko-wiejska,8921,51.47894,18.07635
1603006,Opole gmina 06,1603,wiejska,5160,51.2859,18.28841
1603007,Opole gmina 07,1603,wiejska,9141,51.58797,18.00651
1604001,opolskie powiat 04 gmina 01,1604,wiejska,5901,49.84101,18.29563
1604002,opolskie powiat 04 gmina 02,1604,wiejska,1126,50.14771,18.51065
1604003,opolskie powiat 04 gmina 03,1604,wiejska,6233,50.19398,18.24442
1604004,opolskie powiat 04 gmina 04,1604,wiejska,6241,50.06918,18.2595
1604005,opolskie powiat 04 gmina 05,1604,miejsko-wiejska,6242,49.81469,18.09269
1604006,opolskie powiat 04 gmina 06,1604,wiejska,3692,50.14342,18.17776
1605001,opolskie powiat 05 gmina 01,1605,wiejska,6324,50.2528,18.1769
1605002,opolskie powiat 05 gmina 02,1605,wiejska,17203,50.10973,18.0332
1605003,opolskie powiat 05 gmina 03,1605,miejsko-wiejska,13372,50.0444,18.13843
1605004,opolskie powiat 05 gmina 04,1605,wiejska,15667,50.18479,18.2076
1605005,opolskie powiat 05 gmina 05,1605,miejska,21973,50.34422,17.8517
1605006,opolskie powiat 05 gmina 06,1605,miejsko-wiejska,19824,50.25471,18.14305
1606001,opolskie powiat 06 gmina 01,1606,wiejska,2135,50.70486,17.33205
1606002,opolskie powiat 06 gmina 02,1606,wiejska,3130,50.65719,17.30204
1606003,opolskie powiat 06 gmina 03,1606,wiejska,4135,50.80203,17.30284
1606004,opolskie powiat 06 gmina 04,1606,wiejska,20385,50.67515,17.27384
1606005,opolskie powiat 06 gmina 05,1606,wiejska,14115,50.62623,17.29643
1607001,opolskie powiat 07 gmina 01,1607,wiejska,21661,51.40484,17.59859
1607002,opolskie powiat 07 gmina 02,1607,wiejska,15588,51.07627,17.5973
1607003,opolskie powiat 07 gmina 03,1607,wiejska,1488,51.08837,17.846
1607004,opolskie powiat 07 gmina 04,1607,wiejska,4824,51.28076,17.50372
1607005,opolskie powiat 07 gmina 05,1607,miejsko-wiejska,8194,51.30471,17.86832
1608001,opolskie powiat 08 gmina 01,1608,miejsko-wiejska,2168,50.48766,18.72098
1608002,opolskie powiat 08 gmina 02,1608,wiejska,11585,50.41104,18.49337
1608003,opolskie powiat 08 gmina 03,1608,miejska,10036,50.2252,18.63562
1608004,opolskie powiat 08 gmina 04,1608,wiejska,14297,50.32046,18.80635
1608005,opolskie powiat 08 gmina 05,1608,wiejska,16069,50.14541,18.75669
1609001,opolskie powiat 09 gmina 01,1609,miejsko-wiejska,8344,50.24667,17.80051
1609002,opolskie powiat 09 gmina 02,1609,miejska,7203,50.36635,17.70794
1609003,opolskie powiat 09 gmina 03,1609,wiejska,6146,50.27548,17.54965
1609004,opolskie powiat 09 gmina 04,1609,miejska,7895,50.56307,17.55391
1609005,opolskie powiat 09 gmina 05,1609,wiejska,4418,50.48054,17.66298
1610001,opolskie powiat 10 gmina 01,1610,miejsko-wiejska,900,50.504,17.92433
1610002,opolskie powiat 10 gmina 02,1610,wiejska,22636,50.36017,17.76978
1610003,opolskie powiat 10 gmina 03,1610,miejska,900,50.67375,17.74166
1610004,opolskie powiat 10 gmina 04,1610,miejsko-wiejska,22342,50.58853,18.10637
1610005,opolskie powiat 10 gmina 05,1610,wiejska,24759,50.50563,17.94578
1611001,opolskie powiat 11 gmina 01,1611,wiejska,19464,50.36866,17.51739
1611002,opolskie powiat 11 gmina 02,1611,miejsko-wiejska,20905,50.51818,17.4156
1611003,opolskie powiat 11 gmina 03,1611,wiejska,8459,50.43291,17.58869
1611004,opolskie powiat 11 gmina 04,1611,wiejska,11133,50.48884,17.5648
1611005,opolskie powiat 11 gmina 05,1611,wiejska,7068,50.61757,17.29938
1612001,opolskie powiat 12 gmina 01,1612,wiejska,14186,51.19254,18.07131
1612002,opolskie powiat 12 gmina 02,1612,miejsko-wiejska,10742,51.04161,18.26446
1612003,opolskie powiat 12 gmina 03,1612,miejsko-wiejska,13135,50.90382,17.89379
1612004,opolskie powiat 12 gmina 04,1612,wiejska,15951,51.25496,17.92671
1612005,opolskie powiat 12 gmina 05,1612,wiejska,11370,50.86681,18.22345
1801001,podkarpackie powiat 01 gmina 01,1801,miejska,3492,50.74495,22.08337
1801002,podkarpackie powiat 01 gmina 02,1801,wiejska,2988,50.75327,21.91497
1801003,podkarpackie powiat 01 gmina 03,1801,wiejska,6306,50.63959,21.98585
1801004,podkarpackie powiat 01 gmina 04,1801,wiejska,17720,50.86277,21.68975
1801005,podkarpackie powiat 01 gmina 05,1801,wiejska,5831,50.69494,22.09127
1801006,podkarpackie powiat 01 gmina 06,1801,wiejska,10517,50.70226,22.03314
1801007,podkarpackie powiat 01 gmina 07,1801,miejsko-wiejska,6330,50.7696,22.07685
1802001,podkarpackie powiat 02 gmina 01,1802,wiejska,11848,49.38601,22.50509
1802002,podkarpackie powiat 02 gmina 02,1802,miejska,14355,49.57238,22.81444
1802003,podkarpackie powiat 02 gmina 03,1802,wiejska,9489,49.29418,22.73161
1802004,podkarpackie powiat 02 gmina 04,1802,miejska,11918,49.58644,22.55923
1802005,podkarpackie powiat 02 gmina 05,1802,wiejska,2447,49.35953,22.82945
1802006,podkarpackie powiat 02 gmina 06,1802,miejska,4163,49.6876,22.53741
1802007,podkarpackie powiat 02 gmina 07,1802,wiejska,15429,49.40931,22.50982
1803001,podkarpackie powiat 03 gmina 01,1803,wiejska,900,49.95235,21.98858
1803002,podkarpackie powiat 03 gmina 02,1803,wiejska,15090,50.25183,22.29264
1803003,podkarpackie powiat 03 gmina 03,1803,wiejska,5626,50.29097,22.13369
1803004,podkarpackie powiat 03 gmina 04,1803,wiejska,7061,50.02266,22.20279
1803005,podkarpackie powiat 03 gmina 05,1803,wiejska,10254,50.19333,22.17179
1803006,podkarpackie powiat 03 gmina 06,1803,wiejska,15465,50.1537,22.21953
1803007,podkarpackie powiat 03 gmina 07,1803,miejsko-wiejska,12026,49.94057,22.1706
1804001,podkarpackie powiat 04 gmina 01,1804,wiejska,11138,50.95053,22.60804
1804002,podkarpackie powiat 04 gmina 02,1804,wiejska,4236,50.72208,22.63004
1804003,podkarpackie powiat 04 gmina 03,1804,wiejska,9398,50.67562,22.61797
1804004,podkarpackie powiat 04 gmina 04,1804,wiejska,20922,50.75323,22.80815
1804005,podkarpackie powiat 04 gmina 05,1804,wiejska,8264,50.6231,22.45442
1804006,podkarpackie powiat 04 gmina 06,1804,miejsko-wiejska,13102,50.61652,22.70848
1804007,podkarpackie powiat 04 gmina 07,1804,miejsko-wiejska,12851,50.76787,22.72695
1805001,podkarpackie powiat 05 gmina 01,1805,wiejska,9524,49.98127,22.5228
1805002,podkarpackie powiat 05 gmina 02,1805,miejska,14714,50.07034,22.12172
1805003,podkarpackie powiat 05 gmina 03,1805,wiejska,900,49.98221,22.54005
1805004,podkarpackie powiat 05 gmina 04,1805,miejska,13832,49.8813,22.36343
1805005,podkarpackie powiat 05 gmina 05,1805,wiejska,16280,50.21223,22.49519
1805006,podkarpackie powiat 05 gmina 06,1805,miejsko-wiejska,4905,49.87258,22.25741
1805007,podkarpackie powiat 05 gmina 07,1805,wiejska,23121,50.00249,22.35615
1806001,podkarpackie powiat 06 gmina 01,1806,wiejska,6184,49.69044,22.598
1806002,podkarpackie powiat 06 gmina 02,1806,wiejska,6042,49.8166,22.50329
1806003,podkarpackie powiat 06 gmina 03,1806,miejsko-wiejska,18344,49.86253,22.42429
1806004,podkarpackie powiat 06 gmina 04,1806,wiejska,6492,49.77372,22.46143
1806005,podkarpackie powiat 06 gmina 05,1806,wiejska,22139,49.90289,22.67281
1806006,podkarpackie powiat 06 gmina 06,1806,wiejska,984,49.76554,22.66221
1806007,podkarpackie powiat 06 gmina 07,1806,miejska,8355,49.7926,22.52805
1807001,podkarpackie powiat 07 gmina 01,1807,wiejska,9766,49.8927,22.49657
1807002,podkarpackie powiat 07 gmina 02,1807,wiejska,10720,49.89749,22.49523
1807003,podkarpackie powiat 07 gmina 03,1807,miejsko-wiejska,12345,50.0412,22.46482
1807004,podkarpackie powiat 07 gmina 04,1807,wiejska,12986,49.99275,22.51983
1807005,podkarpackie powiat 07 gmina 05,1807,miejsko-wiejska,6321,50.03715,22.60736
1807006,podkarpackie powiat 07 gmina 06,1807,miejska,7441,49.66637,22.79117
1807007,podkarpackie powiat 07 gmina 07,1807,miejsko-wiejska,9596,49.83887,22.59447
1808001,podkarpackie powiat 08 gmina 01,1808,miejska,15413,50.44063,22.36885
1808002,podkarpackie powiat 08 gmina 02,1808,miejska,8652,50.45357,22.43758
1808003,podkarpackie powiat 08 gmina 03,1808,wiejska,17041,50.46463,22.59551
1808004,podkarpackie powiat 08 gmina 04,1808,wiejska,8127,50.40215,22.35088
1808005,podkarpackie powiat 08 gmina 05,1808,miejsko-wiejska,16883,50.53285,22.49037
1808006,podkarpackie powiat 08 gmina 06,1808,wiejska,4558,50.44342,22.41427
1808007,podkarpackie powiat 08 gmina 07,1808,miejska,7106,50.72124,22.49456
1809001,podkarpackie powiat 09 gmina 01,1809,wiejska,7954,50.49925,21.99523
1809002,podkarpackie powiat 09 gmina 02,1809,wiejska,20746,50.57542,22.18062
1809003,podkarpackie powiat 09 gmina 03,1809,wiejska,900,50.8965,22.08775
1809004,podkarpackie powiat 09 gmina 04,1809,miejska,12832,50.6066,21.96968
1809005,podkarpackie powiat 09 gmina 05,1809,miejsko-wiejska,900,50.75232,21.88023
1809006,podkarpackie powiat 09 gmina 06,1809,wiejska,43306,50.81666,22.02723
1809007,podkarpackie powiat 09 gmina 07,1809,miejska,900,50.87363,21.98948
1810001,podkarpackie powiat 10 gmina 01,1810,miejska,3902,49.62273,21.90465
1810002,podkarpackie powiat 10 gmina 02,1810,wiejska,4098,49.9062,21.68909
1810003,podkarpackie powiat 10 gmina 03,1810,wiejska,1625,49.65008,21.7551
1810004,podkarpackie powiat 10 gmina 04,1810,wiejska,1712,49.72,21.49694
1810005,podkarpackie powiat 10 gmina 05,1810,miejska,2544,49.66939,21.53104
1810006,podkarpackie powiat 10 gmina 06,1810,wiejska,900,49.74031,21.59989
1810007,podkarpackie powiat 10 gmina 07,1810,wiejska,900,49.63551,21.77705
1811001,podkarpackie powiat 11 gmina 01,1811,wiejska,4169,49.40909,22.16816
1811002,podkarpackie powiat 11 gmina 02,1811,wiejska,10658,49.44441,22.03928
1811003,podkarpackie powiat 11 gmina 03,1811,wiejska,6653,49.30107,22.14138
1811004,podkarpackie powiat 11 gmina 04,1811,wiejska,4033,49.69073,22.13296
1811005,podkarpackie powiat 11 gmina 05,1811,miejsko-wiejska,900,49.68801,22.14642
1811006,podkarpackie powiat 11 gmina 06,1811,miejska,3025,49.57969,21.87108
1812001,podkarpackie powiat 12 gmina 01,1812,wiejska,3049,50.2652,22.13976
1812002,podkarpackie powiat 12 gmina 02,1812,miejska,15852,50.26317,22.00175
1812003,podkarpackie powiat 12 gmina 03,1812,miejska,900,50.23698,22.15094
1812004,podkarpackie powiat 12 gmina 04,1812,miejska,11281,50.09469,21.94172
1812005,podkarpackie powiat 12 gmina 05,1812,wiejska,14373,50.02278,22.24967
1812006,podkarpackie powiat 12 gmina 06,1812,wiejska,12247,50.03248,22.16009
1813001,podkarpackie powiat 13 gmina 01,1813,wiejska,23165,50.33473,22.04652
1813002,podkarpackie powiat 13 gmina 02,1813,miejsko-wiejska,6390,50.20945,21.97308
1813003,podkarpackie powiat 13 gmina 03,1813,wiejska,3453,50.29173,22.26956
1813004,podkarpackie powiat 13 gmina 04,1813,wiejska,13571,50.40778,22.13571
1813005,podkarpackie powiat 13 gmina 05,1813,miejska,18685,50.36611,21.91556
1813006,podkarpackie powiat 13 gmina 06,1813,wiejska,15578,50.36821,21.9871
1814001,podkarpackie powiat 14 gmina 01,1814,wiejska,22638,50.57871,21.17898
1814002,podkarpackie powiat 14 gmina 02,1814,wiejska,11403,50.46901,21.20586
1814003,podkarpackie powiat 14 gmina 03,1814,wiejska,14074,50.43425,21.50724
1814004,podkarpackie powiat 14 gmina 04,1814,miejsko-wiejska,11148,50.64757,21.28489
1814005,podkarpackie powiat 14 gmina 05,1814,wiejska,4368,50.3551,21.39385
1814006,podkarpackie powiat 14 gmina 06,1814,wiejska,20931,50.62339,21.19337
1815001,podkarpackie powiat 15 gmina 01,1815,miejska,5967,49.83515,22.22213
1815002,podkarpackie powiat 15 gmina 02,1815,wiejska,6763,49.90192,22.03579
1815003,podkarpackie powiat 15 gmina 03,1815,miejska,5514,50.08068,22.21111
1815004,podkarpackie powiat 15 gmina 04,1815,miejska,7442,49.78707,22.30007
1815005,podkarpackie powiat 15 gmina 05,1815,wiejska,3478,49.86151,22.38018
1815006,podkarpackie powiat 15 gmina 06,1815,wiejska,3445,49.7605,22.07208
1816001,podkarpackie powiat 16 gmina 01,1816,wiejska,23589,50.69238,21.79604
1816002,podkarpackie powiat 16 gmina 02,1816,miejsko-wiejska,900,50.88376,22.0447
1816003,podkarpackie powiat 16 gmina 03,1816,miejska,19465,50.81758,22.02682
1816004,podkarpackie powiat 16 gmina 04,1816,miejska,18024,50.68027,22.14507
1816005,podkarpackie powiat 16 gmina 05,1816,wiejska,12623,50.59855,22.1765
1816006,podkarpackie powiat 16 gmina 06,1816,wiejska,30297,50.57138,22.07022
1817001,podkarpackie powiat 17 gmina 01,1817,miejska,13395,50.50551,22.50823
1817002,podkarpackie powiat 17 gmina 02,1817,miejska,7662,50.63956,22.63067
1817003,podkarpackie powiat 17 gmina 03,1817,miejsko-wiejska,8139,50.54467,22.69026
1817004,podkarpackie powiat 17 gmina 04,1817,wiejska,8502,50.78829,22.68488
1817005,podkarpackie powiat 17 gmina 05,1817,miejska,10922,50.52016,22.42508
1817006,podkarpackie powiat 17 gmina 06,1817,wiejska,11688,50.72309,22.42558
1818001,podkarpackie powiat 18 gmina 01,1818,wiejska,10265,50.14057,21.82726
1818002,podkarpackie powiat 18 gmina 02,1818,miejska,4283,49.96712,22.06518
1818003,podkarpackie powiat 18 gmina 03,1818,miejsko-wiejska,11570,49.99726,21.90626
1818004,podkarpackie powiat 18 gmina 04,1818,miejska,5666,50.24963,22.05571
1818005,podkarpackie powiat 18 gmina 05,1818,wiejska,20247,49.99595,21.86537
1818006,podkarpackie powiat 18 gmina 06,1818,wiejska,11861,50.15858,21.73971
1819001,podkarpackie powiat 19 gmina 01,1819,wiejska,8888,49.67022,22.11117
1819002,podkarpackie powiat 19 gmina 02,1819,wiejska,10743,49.70248,22.07886
1819003,podkarpackie powiat 19 gmina 03,1819,miejsko-wiejska,4527,49.5966,22.03904
1819004,podkarpackie powiat 19 gmina 04,1819,wiejska,5445,49.55724,22.15709
1819005,podkarpackie powiat 19 gmina 05,1819,wiejska,8185,49.48697,21.80474
1819006,podkarpackie powiat 19 gmina 06,1819,wiejska,6551,49.39928,21.73497
1820001,podkarpackie powiat 20 gmina 01,1820,wiejska,6256,49.68036,22.34268
1820002,podkarpackie powiat 20 gmina 02,1820,wiejska,900,49.72491,22.3938
1820003,podkarpackie powiat 20 gmina 03,1820,wiejska,8204,49.66011,22.50371
1820004,podkarpackie powiat 20 gmina 04,1820,wiejska,7736,49.62972,22.19601
1820005,podkarpackie powiat 20 gmina 05,1820,miejska,10034,49.83674,22.40499
1820006,podkarpackie powiat 20 gmina 06,1820,wiejska,7790,49.65566,22.45773
1821001,podkarpackie powiat 21 gmina 01,1821,miejska,11489,50.50973,21.84309
1821002,podkarpackie powiat 21 gmina 02,1821,wiejska,6261,50.7609,21.60835
1821003,podkarpackie powiat 21 gmina 03,1821,miejska,7931,50.52694,21.94557
1821004,podkarpackie powiat 21 gmina 04,1821,wiejska,4381,50.46588,21.95528
1821005,podkarpackie powiat 21 gmina 05,1821,miejsko-wiejska,10234,50.77432,22.02903
1821006,podkarpackie powiat 21 gmina 06,1821,miejsko-wiejska,1030,50.38898,21.66266
1822001,podkarpackie powiat 22 gmina 01,1822,wiejska,5764,50.49904,22.25254
1822002,podkarpackie powiat 22 gmina 02,1822,miejska,20235,50.57915,22.2758
1822003,podkarpackie powiat 22 gmina 03,1822,wiejska,14625,50.42033,22.2514
1822004,podkarpackie powiat 22 gmina 04,1822,miejsko-wiejska,6433,50.17271,22.51827
1822005,podkarpackie powiat 22 gmina 05,1822,miejsko-wiejska,13755,50.52394,22.59429
1822006,podkarpackie powiat 22 gmina 06,1822,miejska,15981,50.35637,22.46014
1823001,podkarpackie powiat 23 gmina 01,1823,wiejska,3579,50.24173,22.74107
1823002,podkarpackie powiat 23 gmina 02,1823,wiejska,10891,50.22222,22.55209
1823003,podkarpackie powiat 23 gmina 03,1823,wiejska,10568,50.32352,22.72538
1823004,podkarpackie powiat 23 gmina 04,1823,miejska,17989,50.42326,22.66744
1823005,podkarpackie powiat 23 gmina 05,1823,miejsko-wiejska,6851,50.11453,22.49981
1823006,podkarpackie powiat 23 gmina 06,1823,miejsko-wiejska,14777,50.40897,22.66189
1824001,podkarpackie powiat 24 gmina 01,1824,miejska,26416,50.35596,21.9223
1824002,podkarpackie powiat 24 gmina 02,1824,wiejska,22526,50.34604,21.937
1824003,podkarpackie powiat 24 gmina 03,1824,wiejska,1944,50.46465,21.86755
1824004,podkarpackie powiat 24 gmina 04,1824,miejska,26829,50.33084,21.8483
1824005,podkarpackie powiat 24 gmina 05,1824,wiejska,33732,50.29422,21.96402
1824006,podkarpackie powiat 24 gmina 06,1824,miejsko-wiejska,26568,50.41698,21.96327
1825001,podkarpackie powiat 25 gmina 01,1825,miejska,21598,50.14443,22.1134
1825002,podkarpackie powiat 25 gmina 02,1825,wiejska,17120,49.82324,22.21497
1825003,podkarpackie powiat 25 gmina 03,1825,wiejska,6803,50.09557,22.37086
1825004,podkarpackie powiat 25 gmina 04,1825,wiejska,900,50.17602,22.40115
1825005,podkarpackie powiat 25 gmina 05,1825,wiejska,22676,50.13817,22.07385
1825006,podkarpackie powiat 25 gmina 06,1825,wiejska,1309,49.9144,22.24863
2001001,podlaskie powiat 01 gmina 01,2001,wiejska,9227,52.51983,23.6007
2001002,podlaskie powiat 01 gmina 02,2001,wiejska,6034,52.40639,23.49287
2001003,podlaskie powiat 01 gmina 03,2001,miejsko-wiejska,9421,52.44024,23.61998
2001004,podlaskie powiat 01 gmina 04,2001,wiejska,900,52.43451,23.74146
2001005,podlaskie powiat 01 gmina 05,2001,wiejska,10463,52.31414,23.73188
2001006,podlaskie powiat 01 gmina 06,2001,wiejska,14585,52.47721,23.55789
2001007,podlaskie powiat 01 gmina 07,2001,miejska,12713,52.28796,23.8081
2002001,podlaskie powiat 02 gmina 01,2002,wiejska,900,53.10877,23.23211
2002002,podlaskie powiat 02 gmina 02,2002,wiejska,12400,53.13673,23.39029
2002003,podlaskie powiat 02 gmina 03,2002,miejska,14645,53.30481,23.45343
2002004,podlaskie powiat 02 gmina 04,2002,wiejska,4782,53.37841,23.193
2002005,podlaskie powiat 02 gmina 05,2002,wiejska,6830,53.34071,23.47897
2002006,podlaskie powiat 02 gmina 06,2002,wiejska,20904,53.13113,23.28287
2002007,podlaskie powiat 02 gmina 07,2002,miejska,19457,53.15793,23.44138
2003001,podlaskie powiat 03 gmina 01,2003,miejska,9903,52.46338,22.56053
2003002,podlaskie powiat 03 gmina 02,2003,miejsko-wiejska,4947,52.49962,22.34783
2003003,podlaskie powiat 03 gmina 03,2003,wiejska,15655,52.54236,22.41979
2003004,podlaskie powiat 03 gmina 04,2003,miejsko-wiejska,14381,52.64563,22.39285
2003005,podlaskie powiat 03 gmina 05,2003,miejska,4663,52.59826,22.38635
2003006,podlaskie powiat 03 gmina 06,2003,miejsko-wiejska,11247,52.44774,22.73749
2003007,podlaskie powiat 03 gmina 07,2003,wiejska,11050,52.47465,22.40775
2004001,podlaskie powiat 04 gmina 01,2004,wiejska,2305,53.79737,22.82671
2004002,podlaskie powiat 04 gmina 02,2004,wiejska,8496,53.75283,22.71481
2004003,podlaskie powiat 04 gmina 03,2004,miejsko-wiejska,6517,53.55989,22.58914
2004004,podlaskie powiat 04 gmina 04,2004,miejsko-wiejska,1666,53.76312,22.81401
2004005,podlaskie powiat 04 gmina 05,2004,miejsko-wiejska,7635,53.85615,22.54016
2004006,podlaskie powiat 04 gmina 06,2004,wiejska,4904,53.73251,22.72162
2004007,podlaskie powiat 04 gmina 07,2004,wiejska,11354,53.88813,22.49054
2005001,podlaskie powiat 05 gmina 01,2005,wiejska,21284,52.93945,22.90442
2005002,podlaskie powiat 05 gmina 02,2005,miejsko-wiejska,12995,52.79366,22.75495
2005003,podlaskie powiat 05 gmina 03,2005,wiejska,10750,52.64894,22.96483
2005004,podlaskie powiat 05 gmina 04,2005,wiejska,10535,52.94664,22.88893
2005005,podlaskie powiat 05 gmina 05,2005,miejsko-wiejska,900,52.63906,22.79892
2005006,podlaskie powiat 05 gmina 06,2005,miejsko-wiejska,6111,52.57714,22.62809
2005007,podlaskie powiat 05 gmina 07,2005,wiejska,5679,52.68692,22.7802
2006001,podlaskie powiat 06 gmina 01,2006,wiejska,10039,53.21113,22.74133
2006002,podlaskie powiat 06 gmina 02,2006,miejsko-wiejska,9591,53.34663,22.76398
2006003,podlaskie powiat 06 gmina 03,2006,wiejska,10828,53.22938,22.8393
2006004,podlaskie powiat 06 gmina 04,2006,miejska,6026,53.50834,22.64905
2006005,podlaskie powiat 06 gmina 05,2006,miejsko-wiejska,8954,53.59693,22.49747
2006006,podlaskie powiat 06 gmina 06,2006,miejska,14340,53.54921,22.51082
2006007,podlaskie powiat 06 gmina 07,2006,miejska,13254,53.41417,22.60773
2007001,podlaskie powiat 07 gmina 01,2007,miejska,5638,53.01683,23.37821
2007002,podlaskie powiat 07 gmina 02,2007,wiejska,9982,52.69601,23.37718
2007003,podlaskie powiat 07 gmina 03,2007,miejsko-wiejska,3139,52.98742,23.44822
2007004,podlaskie powiat 07 gmina 04,2007,wiejska,2142,53.07553,23.25203
2007005,podlaskie powiat 07 gmina 05,2007,miejsko-wiejska,8669,52.70391,23.08221
2007006,podlaskie powiat 07 gmina 06,2007,miejska,900,52.84569,23.18512
2007007,podlaskie powiat 07 gmina 07,2007,wiejska,9915,52.86639,23.51545
2008001,podlaskie powiat 08 gmina 01,2008,miejsko-wiejska,12905,53.52751,22.88584
2008002,podlaskie powiat 08 gmina 02,2008,miejska,5414,53.79586,22.5715
2008003,podlaskie powiat 08 gmina 03,2008,wiejska,8130,53.5744,22.74493
2008004,podlaskie powiat 08 gmina 04,2008,miejsko-wiejska,9219,53.52159,22.73598
2008005,podlaskie powiat 08 gmina 05,2008,wiejska,9111,53.58735,22.57402
2008006,podlaskie powiat 08 gmina 06,2008,wiejska,14118,53.56961,22.66887
2008007,podlaskie powiat 08 gmina 07,2008,miejska,10205,53.71644,22.65998
2009001,podlaskie powiat 09 gmina 01,2009,wiejska,7406,52.98348,22.68729
2009002,podlaskie powiat 09 gmina 02,2009,miejsko-wiejska,5670,53.12323,22.99044
2009003,podlaskie powiat 09 gmina 03,2009,wiejska,11058,52.96275,22.97659
2009004,podlaskie powiat 09 gmina 04,2009,wiejska,5224,53.18559,22.98245
