institution_id,institution_code,institution_name,level,seat
INST-PCZK-3033,PCZK_3033,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 33,powiatowy,wielkopolskie powiat 33
INST-PCZK-3034,PCZK_3034,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 34,powiatowy,wielkopolskie powiat 34
INST-PCZK-3035,PCZK_3035,Powiatowe Centrum Zarządzania Kryzysowego - wielkopolskie powiat 35,powiatowy,wielkopolskie powiat 35
INST-PCZK-3201,PCZK_3201,Powiatowe Centrum Zarządzania Kryzysowego - gryfiński,powiatowy,gryfiński
INST-PCZK-3202,PCZK_3202,Powiatowe Centrum Zarządzania Kryzysowego - Szczecin,powiatowy,Szczecin
INST-PCZK-3203,PCZK_3203,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 03,powiatowy,zachodniopomorskie powiat 03
INST-PCZK-3204,PCZK_3204,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 04,powiatowy,zachodniopomorskie powiat 04
INST-PCZK-3205,PCZK_3205,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 05,powiatowy,zachodniopomorskie powiat 05
INST-PCZK-3206,PCZK_3206,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 06,powiatowy,zachodniopomorskie powiat 06
INST-PCZK-3207,PCZK_3207,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 07,powiatowy,zachodniopomorskie powiat 07
INST-PCZK-3208,PCZK_3208,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 08,powiatowy,zachodniopomorskie powiat 08
INST-PCZK-3209,PCZK_3209,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 09,powiatowy,zachodniopomorskie powiat 09
INST-PCZK-3210,PCZK_3210,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 10,powiatowy,zachodniopomorskie powiat 10
INST-PCZK-3211,PCZK_3211,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 11,powiatowy,zachodniopomorskie powiat 11
INST-PCZK-3212,PCZK_3212,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 12,powiatowy,zachodniopomorskie powiat 12
INST-PCZK-3213,PCZK_3213,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 13,powiatowy,zachodniopomorskie powiat 13
INST-PCZK-3214,PCZK_3214,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 14,powiatowy,zachodniopomorskie powiat 14
INST-PCZK-3215,PCZK_3215,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 15,powiatowy,zachodniopomorskie powiat 15
INST-PCZK-3216,PCZK_3216,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 16,powiatowy,zachodniopomorskie powiat 16
INST-PCZK-3217,PCZK_3217,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 17,powiatowy,zachodniopomorskie powiat 17
INST-PCZK-3218,PCZK_3218,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 18,powiatowy,zachodniopomorskie powiat 18
INST-PCZK-3219,PCZK_3219,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 19,powiatowy,zachodniopomorskie powiat 19
INST-PCZK-3220,PCZK_3220,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 20,powiatowy,zachodniopomorskie powiat 20
INST-PCZK-3221,PCZK_3221,Powiatowe Centrum Zarządzania Kryzysowego - zachodniopomorskie powiat 21,powiatowy,zachodniopomorskie powiat 21
